;id;client_id;etf_id;date;type;amount;frequency
3567;3567;54;YANG;2020-08-13;sell;2;monthly
3568;3568;54;YANG;2020-09-13;buy;100;monthly
3569;3569;54;YANG;2020-10-13;buy;100;monthly
3570;3570;54;YANG;2020-11-13;buy;100;monthly
3571;3571;54;YANG;2020-12-13;buy;100;monthly
3572;3572;54;YANG;2021-01-13;buy;100;monthly
3573;3573;54;YANG;2021-02-13;sell;25;monthly
3574;3574;54;YANG;2021-03-13;buy;100;monthly
3575;3575;54;YANG;2021-04-13;buy;100;monthly
3576;3576;54;YANG;2021-05-13;buy;100;monthly
3577;3577;54;YANG;2021-06-13;buy;100;monthly
3578;3578;54;YANG;2021-07-13;buy;100;monthly
3579;3579;54;YANG;2021-08-13;buy;100;monthly
3580;3580;54;YANG;2021-09-13;buy;100;monthly
3581;3581;54;YANG;2021-10-13;buy;100;monthly
3582;3582;54;YANG;2021-11-13;buy;100;monthly
3583;3583;54;YANG;2021-12-13;sell;4;monthly
3584;3584;54;YANG;2022-01-13;buy;100;monthly
3585;3585;54;YANG;2022-02-13;buy;100;monthly
3586;3586;54;YANG;2022-03-13;buy;100;monthly
3587;3587;54;YANG;2022-04-13;buy;100;monthly
3588;3588;54;YANG;2022-05-13;buy;100;monthly
3589;3589;54;YANG;2022-06-13;sell;15;monthly
3590;3590;54;YANG;2022-07-13;buy;100;monthly
3591;3591;54;YANG;2022-08-13;buy;100;monthly
3592;3592;54;YANG;2022-09-13;buy;100;monthly
3593;3593;54;YANG;2022-10-13;buy;100;monthly
3594;3594;54;YANG;2022-11-13;buy;100;monthly
3595;3595;54;YANG;2022-12-13;buy;100;monthly
3596;3596;54;YANG;2023-01-13;buy;100;monthly
3597;3597;54;YANG;2023-02-13;sell;238;monthly
3598;3598;54;YANG;2023-03-13;buy;100;monthly
3599;3599;54;YANG;2023-04-13;buy;100;monthly
3600;3600;54;YANG;2023-05-13;sell;117;monthly
3601;3601;54;YANG;2023-06-13;buy;100;monthly
3602;3602;54;YANG;2023-07-13;sell;23;monthly
3603;3603;54;YANG;2023-08-13;buy;100;monthly
3604;3604;54;YANG;2023-09-13;buy;100;monthly
3605;3605;54;YANG;2023-10-13;buy;100;monthly
3606;3606;54;YANG;2023-11-13;buy;100;monthly
3607;3607;54;EMXF;2020-07-13;buy;100;monthly
3608;3608;54;EMXF;2020-08-13;buy;100;monthly
3609;3609;54;EMXF;2020-09-13;buy;100;monthly
3610;3610;54;EMXF;2020-10-13;buy;100;monthly
3611;3611;54;EMXF;2020-11-13;buy;100;monthly
3612;3612;54;EMXF;2020-12-13;buy;100;monthly
3613;3613;54;EMXF;2021-01-13;buy;100;monthly
3614;3614;54;EMXF;2021-02-13;sell;55;monthly
3615;3615;54;EMXF;2021-03-13;buy;100;monthly
3616;3616;54;EMXF;2021-04-13;buy;100;monthly
3617;3617;54;EMXF;2021-05-13;sell;72;monthly
3618;3618;54;EMXF;2021-06-13;sell;3;monthly
3619;3619;54;EMXF;2021-07-13;sell;38;monthly
3620;3620;54;EMXF;2021-08-13;buy;100;monthly
3621;3621;54;EMXF;2021-09-13;buy;100;monthly
3622;3622;54;EMXF;2021-10-13;buy;100;monthly
3623;3623;54;EMXF;2021-11-13;buy;100;monthly
3624;3624;54;EMXF;2021-12-13;buy;100;monthly
3625;3625;54;EMXF;2022-01-13;buy;100;monthly
3626;3626;54;EMXF;2022-02-13;buy;100;monthly
3627;3627;54;EMXF;2022-03-13;buy;100;monthly
3628;3628;54;EMXF;2022-04-13;sell;76;monthly
3629;3629;54;EMXF;2022-05-13;buy;100;monthly
3630;3630;54;EMXF;2022-06-13;buy;100;monthly
3631;3631;54;EMXF;2022-07-13;sell;157;monthly
3632;3632;54;EMXF;2022-08-13;buy;100;monthly
3633;3633;54;EMXF;2022-09-13;buy;100;monthly
3634;3634;54;EMXF;2022-10-13;sell;162;monthly
3635;3635;54;EMXF;2022-11-13;buy;100;monthly
3636;3636;54;EMXF;2022-12-13;buy;100;monthly
3637;3637;54;EMXF;2023-01-13;sell;82;monthly
3638;3638;54;EMXF;2023-02-13;buy;100;monthly
3639;3639;54;EMXF;2023-03-13;sell;33;monthly
3640;3640;54;EMXF;2023-04-13;buy;100;monthly
3641;3641;54;EMXF;2023-05-13;sell;91;monthly
3642;3642;54;EMXF;2023-06-13;buy;100;monthly
3643;3643;54;EMXF;2023-07-13;buy;100;monthly
3644;3644;54;EMXF;2023-08-13;sell;49;monthly
3645;3645;54;EMXF;2023-09-13;sell;120;monthly
3646;3646;54;EMXF;2023-10-13;buy;100;monthly
3647;3647;54;EMXF;2023-11-13;buy;100;monthly
3648;3648;55;ECNS;2021-01-01;buy;200;monthly
3649;3649;55;ECNS;2021-02-01;buy;200;monthly
3650;3650;55;ECNS;2021-03-01;buy;200;monthly
3651;3651;55;ECNS;2021-04-01;buy;200;monthly
3652;3652;55;ECNS;2021-05-01;buy;200;monthly
3653;3653;55;ECNS;2021-06-01;buy;200;monthly
3654;3654;55;ECNS;2021-07-01;buy;200;monthly
3655;3655;55;ECNS;2021-08-01;buy;200;monthly
3656;3656;55;ECNS;2021-09-01;buy;200;monthly
3657;3657;55;ECNS;2021-10-01;buy;200;monthly
3658;3658;55;ECNS;2021-11-01;buy;200;monthly
3659;3659;55;ECNS;2021-12-01;buy;200;monthly
3660;3660;55;ECNS;2022-01-01;buy;200;monthly
3661;3661;55;ECNS;2022-02-01;buy;200;monthly
3662;3662;55;ECNS;2022-03-01;sell;9;monthly
3663;3663;55;ECNS;2022-04-01;buy;200;monthly
3664;3664;55;ECNS;2022-05-01;buy;200;monthly
3665;3665;55;ECNS;2022-06-01;sell;63;monthly
3666;3666;55;ECNS;2022-07-01;buy;200;monthly
3667;3667;55;ECNS;2022-08-01;sell;232;monthly
3668;3668;55;ECNS;2022-09-01;buy;200;monthly
3669;3669;55;ECNS;2022-10-01;buy;200;monthly
3670;3670;55;ECNS;2022-11-01;buy;200;monthly
3671;3671;55;ECNS;2022-12-01;buy;200;monthly
3672;3672;55;ECNS;2023-01-01;sell;90;monthly
3673;3673;55;ECNS;2023-02-01;buy;200;monthly
3674;3674;55;ECNS;2023-03-01;buy;200;monthly
3675;3675;55;ECNS;2023-04-01;buy;200;monthly
3676;3676;55;ECNS;2023-05-01;buy;200;monthly
3677;3677;55;ECNS;2023-06-01;buy;200;monthly
3678;3678;55;ECNS;2023-07-01;buy;200;monthly
3679;3679;55;ECNS;2023-08-01;sell;156;monthly
3680;3680;55;ECNS;2023-09-01;buy;200;monthly
3681;3681;55;ECNS;2023-10-01;buy;200;monthly
3682;3682;55;ECNS;2023-11-01;buy;200;monthly
3683;3683;55;HEWC;2021-01-01;buy;100;monthly
3684;3684;55;HEWC;2021-02-01;buy;100;monthly
3685;3685;55;HEWC;2021-03-01;buy;100;monthly
3686;3686;55;HEWC;2021-04-01;buy;100;monthly
3687;3687;55;HEWC;2021-05-01;buy;100;monthly
3688;3688;55;HEWC;2021-06-01;buy;100;monthly
3689;3689;55;HEWC;2021-07-01;buy;100;monthly
3690;3690;55;HEWC;2021-08-01;buy;100;monthly
3691;3691;55;HEWC;2021-09-01;sell;68;monthly
3692;3692;55;HEWC;2021-10-01;buy;100;monthly
3693;3693;55;HEWC;2021-11-01;buy;100;monthly
3694;3694;55;HEWC;2021-12-01;buy;100;monthly
3695;3695;55;HEWC;2022-01-01;buy;100;monthly
3696;3696;55;HEWC;2022-02-01;buy;100;monthly
3697;3697;55;HEWC;2022-03-01;buy;100;monthly
3698;3698;55;HEWC;2022-04-01;buy;100;monthly
3699;3699;55;HEWC;2022-05-01;buy;100;monthly
3700;3700;55;HEWC;2022-06-01;buy;100;monthly
3701;3701;55;HEWC;2022-07-01;buy;100;monthly
3702;3702;55;HEWC;2022-08-01;buy;100;monthly
3703;3703;55;HEWC;2022-09-01;sell;112;monthly
3704;3704;55;HEWC;2022-10-01;buy;100;monthly
3705;3705;55;HEWC;2022-11-01;sell;96;monthly
3706;3706;55;HEWC;2022-12-01;buy;100;monthly
3707;3707;55;HEWC;2023-01-01;buy;100;monthly
3708;3708;55;HEWC;2023-02-01;sell;154;monthly
3709;3709;55;HEWC;2023-03-01;buy;100;monthly
3710;3710;55;HEWC;2023-04-01;buy;100;monthly
3711;3711;55;HEWC;2023-05-01;buy;100;monthly
3712;3712;55;HEWC;2023-06-01;buy;100;monthly
3713;3713;55;HEWC;2023-07-01;sell;147;monthly
3714;3714;55;HEWC;2023-08-01;sell;164;monthly
3715;3715;55;HEWC;2023-09-01;buy;100;monthly
3716;3716;55;HEWC;2023-10-01;buy;100;monthly
3717;3717;55;HEWC;2023-11-01;buy;100;monthly
3718;3718;55;EZA;2021-01-01;buy;100;monthly
3719;3719;55;EZA;2021-02-01;buy;100;monthly
3720;3720;55;EZA;2021-03-01;buy;100;monthly
3721;3721;55;EZA;2021-04-01;sell;9;monthly
3722;3722;55;EZA;2021-05-01;sell;18;monthly
3723;3723;55;EZA;2021-06-01;buy;100;monthly
3724;3724;55;EZA;2021-07-01;sell;9;monthly
3725;3725;55;EZA;2021-08-01;sell;25;monthly
3726;3726;55;EZA;2021-09-01;buy;100;monthly
3727;3727;55;EZA;2021-10-01;buy;100;monthly
3728;3728;55;EZA;2021-11-01;buy;100;monthly
3729;3729;55;EZA;2021-12-01;sell;54;monthly
3730;3730;55;EZA;2022-01-01;buy;100;monthly
3731;3731;55;EZA;2022-02-01;buy;100;monthly
3732;3732;55;EZA;2022-03-01;sell;49;monthly
3733;3733;55;EZA;2022-04-01;buy;100;monthly
3734;3734;55;EZA;2022-05-01;buy;100;monthly
3735;3735;55;EZA;2022-06-01;sell;49;monthly
3736;3736;55;EZA;2022-07-01;buy;100;monthly
3737;3737;55;EZA;2022-08-01;buy;100;monthly
3738;3738;55;EZA;2022-09-01;buy;100;monthly
3739;3739;55;EZA;2022-10-01;buy;100;monthly
3740;3740;55;EZA;2022-11-01;buy;100;monthly
3741;3741;55;EZA;2022-12-01;buy;100;monthly
3742;3742;55;EZA;2023-01-01;buy;100;monthly
3743;3743;55;EZA;2023-02-01;buy;100;monthly
3744;3744;55;EZA;2023-03-01;sell;128;monthly
3745;3745;55;EZA;2023-04-01;buy;100;monthly
3746;3746;55;EZA;2023-05-01;buy;100;monthly
3747;3747;55;EZA;2023-06-01;buy;100;monthly
3748;3748;55;EZA;2023-07-01;buy;100;monthly
3749;3749;55;EZA;2023-08-01;sell;121;monthly
3750;3750;55;EZA;2023-09-01;buy;100;monthly
3751;3751;55;EZA;2023-10-01;buy;100;monthly
3752;3752;55;EZA;2023-11-01;buy;100;monthly
3753;3753;55;USCL;2021-01-01;buy;100;monthly
3754;3754;55;USCL;2021-02-01;buy;100;monthly
3755;3755;55;USCL;2021-03-01;buy;100;monthly
3756;3756;55;USCL;2021-04-01;buy;100;monthly
3757;3757;55;USCL;2021-05-01;buy;100;monthly
3758;3758;55;USCL;2021-06-01;buy;100;monthly
3759;3759;55;USCL;2021-07-01;sell;5;monthly
3760;3760;55;USCL;2021-08-01;buy;100;monthly
3761;3761;55;USCL;2021-09-01;buy;100;monthly
3762;3762;55;USCL;2021-10-01;sell;67;monthly
3763;3763;55;USCL;2021-11-01;buy;100;monthly
3764;3764;55;USCL;2021-12-01;buy;100;monthly
3765;3765;55;USCL;2022-01-01;buy;100;monthly
3766;3766;55;USCL;2022-02-01;buy;100;monthly
3767;3767;55;USCL;2022-03-01;buy;100;monthly
3768;3768;55;USCL;2022-04-01;sell;83;monthly
3769;3769;55;USCL;2022-05-01;sell;91;monthly
3770;3770;55;USCL;2022-06-01;buy;100;monthly
3771;3771;55;USCL;2022-07-01;buy;100;monthly
3772;3772;55;USCL;2022-08-01;sell;117;monthly
3773;3773;55;USCL;2022-09-01;buy;100;monthly
3774;3774;55;USCL;2022-10-01;buy;100;monthly
3775;3775;55;USCL;2022-11-01;buy;100;monthly
3776;3776;55;USCL;2022-12-01;buy;100;monthly
3777;3777;55;USCL;2023-01-01;buy;100;monthly
3778;3778;55;USCL;2023-02-01;sell;109;monthly
3779;3779;55;USCL;2023-03-01;buy;100;monthly
3780;3780;55;USCL;2023-04-01;sell;79;monthly
3781;3781;55;USCL;2023-05-01;buy;100;monthly
3782;3782;55;USCL;2023-06-01;buy;100;monthly
3783;3783;55;USCL;2023-07-01;buy;100;monthly
3784;3784;55;USCL;2023-08-01;buy;100;monthly
3785;3785;55;USCL;2023-09-01;buy;100;monthly
3786;3786;55;USCL;2023-10-01;buy;100;monthly
3787;3787;55;USCL;2023-11-01;buy;100;monthly
3788;3788;56;FLKR;2022-02-20;buy;1700;yearly
3789;3789;56;FLKR;2023-02-20;buy;1700;yearly
3790;3790;56;EURL;2022-02-20;buy;100;monthly
3791;3791;56;EURL;2022-03-20;buy;100;monthly
3792;3792;56;EURL;2022-04-20;buy;100;monthly
3793;3793;56;EURL;2022-05-20;buy;100;monthly
3794;3794;56;EURL;2022-06-20;buy;100;monthly
3795;3795;56;EURL;2022-07-20;buy;100;monthly
3796;3796;56;EURL;2022-08-20;buy;100;monthly
3797;3797;56;EURL;2022-09-20;sell;31;monthly
3798;3798;56;EURL;2022-10-20;buy;100;monthly
3799;3799;56;EURL;2022-11-20;buy;100;monthly
3800;3800;56;EURL;2022-12-20;buy;100;monthly
3801;3801;56;EURL;2023-01-20;buy;100;monthly
3802;3802;56;EURL;2023-02-20;buy;100;monthly
3803;3803;56;EURL;2023-03-20;buy;100;monthly
3804;3804;56;EURL;2023-04-20;buy;100;monthly
3805;3805;56;EURL;2023-05-20;buy;100;monthly
3806;3806;56;EURL;2023-06-20;buy;100;monthly
3807;3807;56;EURL;2023-07-20;buy;100;monthly
3808;3808;56;EURL;2023-08-20;buy;100;monthly
3809;3809;56;EURL;2023-09-20;buy;100;monthly
3810;3810;56;EURL;2023-10-20;buy;100;monthly
3811;3811;56;IMTM;2022-02-20;buy;400;quarterly
3812;3812;56;IMTM;2022-05-20;buy;400;quarterly
3813;3813;56;IMTM;2022-08-20;buy;400;quarterly
3814;3814;56;IMTM;2022-11-20;buy;400;quarterly
3815;3815;56;IMTM;2023-02-20;buy;400;quarterly
3816;3816;56;IMTM;2023-05-20;buy;400;quarterly
3817;3817;56;IMTM;2023-08-20;buy;400;quarterly
3818;3818;56;IEUS;2022-02-20;buy;100;monthly
3819;3819;56;IEUS;2022-03-20;buy;100;monthly
3820;3820;56;IEUS;2022-04-20;buy;100;monthly
3821;3821;56;IEUS;2022-05-20;buy;100;monthly
3822;3822;56;IEUS;2022-06-20;buy;100;monthly
3823;3823;56;IEUS;2022-07-20;buy;100;monthly
3824;3824;56;IEUS;2022-08-20;sell;43;monthly
3825;3825;56;IEUS;2022-09-20;buy;100;monthly
3826;3826;56;IEUS;2022-10-20;buy;100;monthly
3827;3827;56;IEUS;2022-11-20;buy;100;monthly
3828;3828;56;IEUS;2022-12-20;sell;69;monthly
3829;3829;56;IEUS;2023-01-20;buy;100;monthly
3830;3830;56;IEUS;2023-02-20;buy;100;monthly
3831;3831;56;IEUS;2023-03-20;buy;100;monthly
3832;3832;56;IEUS;2023-04-20;buy;100;monthly
3833;3833;56;IEUS;2023-05-20;buy;100;monthly
3834;3834;56;IEUS;2023-06-20;buy;100;monthly
3835;3835;56;IEUS;2023-07-20;buy;100;monthly
3836;3836;56;IEUS;2023-08-20;buy;100;monthly
3837;3837;56;IEUS;2023-09-20;buy;100;monthly
3838;3838;56;IEUS;2023-10-20;sell;164;monthly
3839;3839;56;ENOR;2022-02-20;buy;700;monthly
3840;3840;56;ENOR;2022-03-20;sell;39;monthly
3841;3841;56;ENOR;2022-04-20;buy;700;monthly
3842;3842;56;ENOR;2022-05-20;sell;36;monthly
3843;3843;56;ENOR;2022-06-20;buy;700;monthly
3844;3844;56;ENOR;2022-07-20;buy;700;monthly
3845;3845;56;ENOR;2022-08-20;buy;700;monthly
3846;3846;56;ENOR;2022-09-20;buy;700;monthly
3847;3847;56;ENOR;2022-10-20;buy;700;monthly
3848;3848;56;ENOR;2022-11-20;sell;381;monthly
3849;3849;56;ENOR;2022-12-20;buy;700;monthly
3850;3850;56;ENOR;2023-01-20;buy;700;monthly
3851;3851;56;ENOR;2023-02-20;buy;700;monthly
3852;3852;56;ENOR;2023-03-20;sell;239;monthly
3853;3853;56;ENOR;2023-04-20;buy;700;monthly
3854;3854;56;ENOR;2023-05-20;buy;700;monthly
3855;3855;56;ENOR;2023-06-20;buy;700;monthly
3856;3856;56;ENOR;2023-07-20;buy;700;monthly
3857;3857;56;ENOR;2023-08-20;buy;700;monthly
3858;3858;56;ENOR;2023-09-20;buy;700;monthly
3859;3859;56;ENOR;2023-10-20;sell;131;monthly
3860;3860;57;CNYA;2021-12-25;buy;200;monthly
3861;3861;57;CNYA;2022-01-25;buy;200;monthly
3862;3862;57;CNYA;2022-02-25;sell;12;monthly
3863;3863;57;CNYA;2022-03-25;buy;200;monthly
3864;3864;57;CNYA;2022-04-25;buy;200;monthly
3865;3865;57;CNYA;2022-05-25;buy;200;monthly
3866;3866;57;CNYA;2022-06-25;buy;200;monthly
3867;3867;57;CNYA;2022-07-25;buy;200;monthly
3868;3868;57;CNYA;2022-08-25;sell;120;monthly
3869;3869;57;CNYA;2022-09-25;buy;200;monthly
3870;3870;57;CNYA;2022-10-25;buy;200;monthly
3871;3871;57;CNYA;2022-11-25;buy;200;monthly
3872;3872;57;CNYA;2022-12-25;sell;67;monthly
3873;3873;57;CNYA;2023-01-25;buy;200;monthly
3874;3874;57;CNYA;2023-02-25;buy;200;monthly
3875;3875;57;CNYA;2023-03-25;buy;200;monthly
3876;3876;57;CNYA;2023-04-25;sell;15;monthly
3877;3877;57;CNYA;2023-05-25;buy;200;monthly
3878;3878;57;CNYA;2023-06-25;buy;200;monthly
3879;3879;57;CNYA;2023-07-25;buy;200;monthly
3880;3880;57;CNYA;2023-08-25;buy;200;monthly
3881;3881;57;CNYA;2023-09-25;buy;200;monthly
3882;3882;57;CNYA;2023-10-25;sell;129;monthly
3883;3883;57;ASEA;2021-12-25;buy;900;yearly
3884;3884;57;ASEA;2022-12-25;buy;900;yearly
3885;3885;58;YXI;2020-08-27;buy;1000;quarterly
3886;3886;58;YXI;2020-11-27;sell;82;quarterly
3887;3887;58;YXI;2021-02-27;sell;49;quarterly
3888;3888;58;YXI;2021-05-27;buy;1000;quarterly
3889;3889;58;YXI;2021-08-27;buy;1000;quarterly
3890;3890;58;YXI;2021-11-27;sell;119;quarterly
3891;3891;58;YXI;2022-02-27;buy;1000;quarterly
3892;3892;58;YXI;2022-05-27;buy;1000;quarterly
3893;3893;58;YXI;2022-08-27;buy;1000;quarterly
3894;3894;58;YXI;2022-11-27;buy;1000;quarterly
3895;3895;58;YXI;2023-02-27;sell;191;quarterly
3896;3896;58;YXI;2023-05-27;buy;1000;quarterly
3897;3897;58;YXI;2023-08-27;buy;1000;quarterly
3898;3898;58;EFZ;2020-08-27;buy;100;monthly
3899;3899;58;EFZ;2020-09-27;buy;100;monthly
3900;3900;58;EFZ;2020-10-27;buy;100;monthly
3901;3901;58;EFZ;2020-11-27;buy;100;monthly
3902;3902;58;EFZ;2020-12-27;buy;100;monthly
3903;3903;58;EFZ;2021-01-27;buy;100;monthly
3904;3904;58;EFZ;2021-02-27;buy;100;monthly
3905;3905;58;EFZ;2021-03-27;sell;64;monthly
3906;3906;58;EFZ;2021-04-27;buy;100;monthly
3907;3907;58;EFZ;2021-05-27;buy;100;monthly
3908;3908;58;EFZ;2021-06-27;buy;100;monthly
3909;3909;58;EFZ;2021-07-27;buy;100;monthly
3910;3910;58;EFZ;2021-08-27;buy;100;monthly
3911;3911;58;EFZ;2021-09-27;buy;100;monthly
3912;3912;58;EFZ;2021-10-27;buy;100;monthly
3913;3913;58;EFZ;2021-11-27;sell;50;monthly
3914;3914;58;EFZ;2021-12-27;buy;100;monthly
3915;3915;58;EFZ;2022-01-27;buy;100;monthly
3916;3916;58;EFZ;2022-02-27;buy;100;monthly
3917;3917;58;EFZ;2022-03-27;buy;100;monthly
3918;3918;58;EFZ;2022-04-27;buy;100;monthly
3919;3919;58;EFZ;2022-05-27;buy;100;monthly
3920;3920;58;EFZ;2022-06-27;buy;100;monthly
3921;3921;58;EFZ;2022-07-27;buy;100;monthly
3922;3922;58;EFZ;2022-08-27;buy;100;monthly
3923;3923;58;EFZ;2022-09-27;buy;100;monthly
3924;3924;58;EFZ;2022-10-27;sell;66;monthly
3925;3925;58;EFZ;2022-11-27;buy;100;monthly
3926;3926;58;EFZ;2022-12-27;buy;100;monthly
3927;3927;58;EFZ;2023-01-27;buy;100;monthly
3928;3928;58;EFZ;2023-02-27;sell;154;monthly
3929;3929;58;EFZ;2023-03-27;buy;100;monthly
3930;3930;58;EFZ;2023-04-27;sell;58;monthly
3931;3931;58;EFZ;2023-05-27;buy;100;monthly
3932;3932;58;EFZ;2023-06-27;buy;100;monthly
3933;3933;58;EFZ;2023-07-27;buy;100;monthly
3934;3934;58;EFZ;2023-08-27;buy;100;monthly
3935;3935;58;EFZ;2023-09-27;buy;100;monthly
3936;3936;58;EFZ;2023-10-27;buy;100;monthly
3937;3937;58;EWY;2020-08-27;buy;12900;yearly
3938;3938;58;EWY;2021-08-27;buy;12900;yearly
3939;3939;58;EWY;2022-08-27;buy;12900;yearly
3940;3940;58;EWY;2023-08-27;buy;12900;yearly
3941;3941;59;QUS;2021-03-29;buy;100;monthly
3942;3942;59;QUS;2021-04-29;sell;10;monthly
3943;3943;59;QUS;2021-05-29;buy;100;monthly
3944;3944;59;QUS;2021-06-29;buy;100;monthly
3945;3945;59;QUS;2021-07-29;buy;100;monthly
3946;3946;59;QUS;2021-08-29;buy;100;monthly
3947;3947;59;QUS;2021-09-29;buy;100;monthly
3948;3948;59;QUS;2021-10-29;buy;100;monthly
3949;3949;59;QUS;2021-11-29;buy;100;monthly
3950;3950;59;QUS;2021-12-29;buy;100;monthly
3951;3951;59;QUS;2022-01-29;buy;100;monthly
3952;3952;59;QUS;2022-02-28;buy;100;monthly
3953;3953;59;QUS;2022-03-29;buy;100;monthly
3954;3954;59;QUS;2022-04-29;buy;100;monthly
3955;3955;59;QUS;2022-05-29;sell;12;monthly
3956;3956;59;QUS;2022-06-29;sell;52;monthly
3957;3957;59;QUS;2022-07-29;buy;100;monthly
3958;3958;59;QUS;2022-08-29;buy;100;monthly
3959;3959;59;QUS;2022-09-29;buy;100;monthly
3960;3960;59;QUS;2022-10-29;buy;100;monthly
3961;3961;59;QUS;2022-11-29;buy;100;monthly
3962;3962;59;QUS;2022-12-29;buy;100;monthly
3963;3963;59;QUS;2023-01-29;sell;31;monthly
3964;3964;59;QUS;2023-02-28;buy;100;monthly
3965;3965;59;QUS;2023-03-29;buy;100;monthly
3966;3966;59;QUS;2023-04-29;buy;100;monthly
3967;3967;59;QUS;2023-05-29;sell;96;monthly
3968;3968;59;QUS;2023-06-29;buy;100;monthly
3969;3969;59;QUS;2023-07-29;buy;100;monthly
3970;3970;59;QUS;2023-08-29;buy;100;monthly
3971;3971;59;QUS;2023-09-29;sell;216;monthly
3972;3972;59;QUS;2023-10-29;buy;100;monthly
3973;3973;59;PDN;2021-03-29;buy;200;quarterly
3974;3974;59;PDN;2021-06-29;buy;200;quarterly
3975;3975;59;PDN;2021-09-29;sell;16;quarterly
3976;3976;59;PDN;2021-12-29;sell;23;quarterly
3977;3977;59;PDN;2022-03-29;buy;200;quarterly
3978;3978;59;PDN;2022-06-29;buy;200;quarterly
3979;3979;59;PDN;2022-09-29;buy;200;quarterly
3980;3980;59;PDN;2022-12-29;buy;200;quarterly
3981;3981;59;PDN;2023-03-29;buy;200;quarterly
3982;3982;59;PDN;2023-06-29;buy;200;quarterly
3983;3983;59;PDN;2023-09-29;sell;46;quarterly
3984;3984;59;EPOL;2021-03-29;buy;100;monthly
3985;3985;59;EPOL;2021-04-29;buy;100;monthly
3986;3986;59;EPOL;2021-05-29;sell;12;monthly
3987;3987;59;EPOL;2021-06-29;buy;100;monthly
3988;3988;59;EPOL;2021-07-29;buy;100;monthly
3989;3989;59;EPOL;2021-08-29;buy;100;monthly
3990;3990;59;EPOL;2021-09-29;buy;100;monthly
3991;3991;59;EPOL;2021-10-29;buy;100;monthly
3992;3992;59;EPOL;2021-11-29;buy;100;monthly
3993;3993;59;EPOL;2021-12-29;buy;100;monthly
3994;3994;59;EPOL;2022-01-29;buy;100;monthly
3995;3995;59;EPOL;2022-02-28;buy;100;monthly
3996;3996;59;EPOL;2022-03-29;buy;100;monthly
3997;3997;59;EPOL;2022-04-29;buy;100;monthly
3998;3998;59;EPOL;2022-05-29;buy;100;monthly
3999;3999;59;EPOL;2022-06-29;buy;100;monthly
4000;4000;59;EPOL;2022-07-29;buy;100;monthly
4001;4001;59;EPOL;2022-08-29;buy;100;monthly
4002;4002;59;EPOL;2022-09-29;buy;100;monthly
4003;4003;59;EPOL;2022-10-29;buy;100;monthly
4004;4004;59;EPOL;2022-11-29;buy;100;monthly
4005;4005;59;EPOL;2022-12-29;buy;100;monthly
4006;4006;59;EPOL;2023-01-29;buy;100;monthly
4007;4007;59;EPOL;2023-02-28;buy;100;monthly
4008;4008;59;EPOL;2023-03-29;sell;207;monthly
4009;4009;59;EPOL;2023-04-29;buy;100;monthly
4010;4010;59;EPOL;2023-05-29;buy;100;monthly
4011;4011;59;EPOL;2023-06-29;buy;100;monthly
4012;4012;59;EPOL;2023-07-29;buy;100;monthly
4013;4013;59;EPOL;2023-08-29;buy;100;monthly
4014;4014;59;EPOL;2023-09-29;buy;100;monthly
4015;4015;59;EPOL;2023-10-29;buy;100;monthly
4016;4016;60;EWJ;2022-09-12;buy;400;quarterly
4017;4017;60;EWJ;2022-12-12;buy;400;quarterly
4018;4018;60;EWJ;2023-03-12;buy;400;quarterly
4019;4019;60;EWJ;2023-06-12;buy;400;quarterly
4020;4020;60;EWJ;2023-09-12;buy;400;quarterly
4021;4021;60;FLIY;2022-09-12;buy;100;monthly
4022;4022;60;FLIY;2022-10-12;buy;100;monthly
4023;4023;60;FLIY;2022-11-12;buy;100;monthly
4024;4024;60;FLIY;2022-12-12;buy;100;monthly
4025;4025;60;FLIY;2023-01-12;buy;100;monthly
4026;4026;60;FLIY;2023-02-12;buy;100;monthly
4027;4027;60;FLIY;2023-03-12;buy;100;monthly
4028;4028;60;FLIY;2023-04-12;buy;100;monthly
4029;4029;60;FLIY;2023-05-12;buy;100;monthly
4030;4030;60;FLIY;2023-06-12;buy;100;monthly
4031;4031;60;FLIY;2023-07-12;buy;100;monthly
4032;4032;60;FLIY;2023-08-12;buy;100;monthly
4033;4033;60;FLIY;2023-09-12;buy;100;monthly
4034;4034;60;FLIY;2023-10-12;buy;100;monthly
4035;4035;60;FLIY;2023-11-12;buy;100;monthly
4036;4036;60;CHIC;2022-09-12;buy;300;monthly
4037;4037;60;CHIC;2022-10-12;buy;300;monthly
4038;4038;60;CHIC;2022-11-12;buy;300;monthly
4039;4039;60;CHIC;2022-12-12;buy;300;monthly
4040;4040;60;CHIC;2023-01-12;buy;300;monthly
4041;4041;60;CHIC;2023-02-12;buy;300;monthly
4042;4042;60;CHIC;2023-03-12;buy;300;monthly
4043;4043;60;CHIC;2023-04-12;sell;4;monthly
4044;4044;60;CHIC;2023-05-12;buy;300;monthly
4045;4045;60;CHIC;2023-06-12;buy;300;monthly
4046;4046;60;CHIC;2023-07-12;buy;300;monthly
4047;4047;60;CHIC;2023-08-12;buy;300;monthly
4048;4048;60;CHIC;2023-09-12;buy;300;monthly
4049;4049;60;CHIC;2023-10-12;buy;300;monthly
4050;4050;60;CHIC;2023-11-12;buy;300;monthly
4051;4051;61;PXH;2022-06-18;buy;200;monthly
4052;4052;61;PXH;2022-07-18;buy;200;monthly
